(Click me, if I am too big copy and paste me into a spreadsheet or text editor)
		OBJECT NAME	LIGHTMAP INDEX	STATIC	OVERLAPPING SUBMESHES	OUT-OF-BOUNDS UVs	NUM MATS	MATERIAL	WARNINGS
		jetway wheels2_005 (272 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x3 times]
		jetway bridge3_008 (95 verts)	-1	True	True	True	3	[_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [_Silver_ (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Component#12_005 (25 verts)	-1	True	False	True	1	[_2 (UnityEngine.Material)] [_2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Group_639 (346 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		jetway bridge 4_021 (240 verts)	-1	True	True	True	3	[_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [_Silver_ (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 9x9 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		House_3_lod_1 (5675 verts)	-1	True	False	True	1	[House_3 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Group_119 (346 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		jetway bridge5#1_005 (336 verts)	-1	True	False	True	2	[_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 14x9 times]
		Group_108 (448 verts)	-1	True	False	True	3	[_Black_ (UnityEngine.Material)] [_Silver_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		House_2_lod_2 (1167 verts)	-1	True	False	True	1	[House_2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		House_1_lod_2 (2039 verts)	-1	True	False	True	1	[House_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		jetway wheels1_004 (291 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x3 times]
		Component#9_005 (35 verts)	-1	True	False	True	2	[_4 (UnityEngine.Material)] [minichi (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x4 times]
		House_1_lod_0 (11141 verts)	-1	True	False	True	1	[House_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		jetway bridge3_005 (95 verts)	-1	True	True	True	3	[_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [_Silver_ (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		jetway bridge 4_003 (240 verts)	-1	True	True	True	3	[_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [_Silver_ (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 9x9 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		jetway bridge2_019 (121 verts)	-1	True	True	True	3	[_Silver_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [_Blue Glass_ (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 7x1 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Group_630 (448 verts)	-1	True	False	True	3	[_Black_ (UnityEngine.Material)] [_Silver_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		jetway bridge1#1_005 (875 verts)	-1	True	True	True	3	[_Silver_ (UnityEngine.Material)] [_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 8x6 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Component#9_013 (35 verts)	-1	True	False	True	2	[_4 (UnityEngine.Material)] [minichi (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x4 times]
		House_3_lod_1 (5675 verts)	-1	True	False	True	1	[House_3 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		jetway parts_010 (846 verts)	-1	True	False	True	7	[_Gray_ (UnityEngine.Material)] [_DarkGray_ (UnityEngine.Material)] [Translucent_Glass_Tinted (UnityEngine.Material)] [White (UnityEngine.Material)] [_DimGray_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [Yellow (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x3 times]
		Group_290 (161 verts)	-1	True	False	True	2	[_Gray Glass_2 (UnityEngine.Material)] [skp_front_default (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		jetway bridge2_001 (121 verts)	-1	True	True	True	3	[_Silver_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [_Blue Glass_ (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 7x1 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		floor_7 (23 verts)	-1	True	False	True	1	[floorconcrete1D (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 7x2 times]
		floor_6 (44 verts)	-1	True	False	True	1	[floorconcrete1D (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 15x4 times]
		Component#10_002 (42 verts)	-1	True	True	True	3	[_2 (UnityEngine.Material)] [Material11 (UnityEngine.Material)] [Material14 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 3x0 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Group_389 (448 verts)	-1	True	False	True	3	[_Black_ (UnityEngine.Material)] [_Silver_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		jetway parts#1_002 (825 verts)	-1	True	True	True	7	[_Gray_ (UnityEngine.Material)] [skp_front_default (UnityEngine.Material)] [Yellow (UnityEngine.Material)] [_DimGray_ (UnityEngine.Material)] [_DarkGray_ (UnityEngine.Material)] [Translucent_Glass_Tinted (UnityEngine.Material)] [White (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		House_3_lod_0 (7312 verts)	-1	True	False	True	1	[House_3 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		House_3_lod_2 (940 verts)	-1	True	False	True	1	[House_3 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		House_1_lod_1 (6821 verts)	-1	True	False	True	1	[House_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		Group_266 (161 verts)	-1	True	False	True	2	[_Gray Glass_2 (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		jetway bridge3_002 (95 verts)	-1	True	True	True	3	[_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [_Silver_ (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Group_632 (346 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Group_512 (346 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		jetway bridge1#1_006 (875 verts)	-1	True	True	True	3	[_Silver_ (UnityEngine.Material)] [_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 8x6 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		jetway parts_011 (859 verts)	-1	True	False	True	7	[_Gray_ (UnityEngine.Material)] [_DarkGray_ (UnityEngine.Material)] [Translucent_Glass_Tinted (UnityEngine.Material)] [White (UnityEngine.Material)] [_DimGray_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [Yellow (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x3 times]
		House_1_lod_0 (11141 verts)	-1	True	False	True	1	[House_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		Component#14_003 (56 verts)	-1	True	False	True	2	[_2#1 (UnityEngine.Material)] [Material2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 18x0 times]
		House_2_lod_1 (4606 verts)	-1	True	False	True	1	[House_2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		jetway gate #2_007 (2329 verts)	-1	True	False	True	4	[_Silver_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [Translucent_Glass_Tinted (UnityEngine.Material)] [_Gray Glass_2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2654x1446 times]
		Group_258 (346 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Group_481 (448 verts)	-1	True	False	True	3	[_Black_ (UnityEngine.Material)] [_Silver_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		jetway parts_007 (836 verts)	-1	True	False	True	7	[_Gray_ (UnityEngine.Material)] [_DarkGray_ (UnityEngine.Material)] [Translucent_Glass_Tinted (UnityEngine.Material)] [White (UnityEngine.Material)] [_DimGray_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [Yellow (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x3 times]
		jetway wheels1_014 (293 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x3 times]
		Component#21_001 (4 verts)	-1	True	False	True	1	[_9#3 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Group_279 (346 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		jetway bridge2_013 (121 verts)	-1	True	True	True	3	[_Silver_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [_Blue Glass_ (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 7x1 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		jetway parts_002 (846 verts)	-1	True	False	True	7	[_Gray_ (UnityEngine.Material)] [_DarkGray_ (UnityEngine.Material)] [Translucent_Glass_Tinted (UnityEngine.Material)] [White (UnityEngine.Material)] [_DimGray_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [Yellow (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x3 times]
		Group_144 (161 verts)	-1	True	False	True	2	[_Gray Glass_2 (UnityEngine.Material)] [skp_front_default (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Component#10_003 (42 verts)	-1	True	True	True	3	[_2 (UnityEngine.Material)] [Material11 (UnityEngine.Material)] [Material14 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 3x0 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Component#9_001 (35 verts)	-1	True	False	True	2	[_4 (UnityEngine.Material)] [minichi (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x4 times]
		Group_280 (446 verts)	-1	True	False	True	3	[_Black_ (UnityEngine.Material)] [_Silver_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		jetway bridge3_007 (95 verts)	-1	True	True	True	3	[_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [_Silver_ (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		House_2_lod_2 (1167 verts)	-1	True	False	True	1	[House_2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		House_4_lod_2 (1588 verts)	-1	True	False	True	1	[House_4 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x1 times]
		House_3_lod_1 (5675 verts)	-1	True	False	True	1	[House_3 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		House_4_lod_2 (1588 verts)	-1	True	False	True	1	[House_4 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x1 times]
		House_1_lod_0 (11141 verts)	-1	True	False	True	1	[House_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		House_3_lod_0 (7312 verts)	-1	True	False	True	1	[House_3 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		House_4_lod_1 (5149 verts)	-1	True	False	True	1	[House_4 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		House_4_lod_0 (8241 verts)	-1	True	False	True	1	[House_4 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		House_4_lod_1 (5149 verts)	-1	True	False	True	1	[House_4 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Group_487 (448 verts)	-1	True	False	True	3	[_Black_ (UnityEngine.Material)] [_Silver_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		House_4_lod_0 (8241 verts)	-1	True	False	True	1	[House_4 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		jetway bridge1#1_009 (879 verts)	-1	True	True	True	3	[_Silver_ (UnityEngine.Material)] [_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 8x6 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		House_1_lod_2 (2039 verts)	-1	True	False	True	1	[House_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		House_2_lod_0 (7169 verts)	-1	True	False	True	1	[House_2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		House_4_lod_0 (8241 verts)	-1	True	False	True	1	[House_4 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		House_2_lod_0 (7169 verts)	-1	True	False	True	1	[House_2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		House_2_lod_1 (4606 verts)	-1	True	False	True	1	[House_2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		House_2_lod_2 (1167 verts)	-1	True	False	True	1	[House_2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		House_4_lod_1 (5149 verts)	-1	True	False	True	1	[House_4 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		House_1_lod_1 (6821 verts)	-1	True	False	True	1	[House_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		House_1_lod_2 (2039 verts)	-1	True	False	True	1	[House_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		House_1_lod_1 (6821 verts)	-1	True	False	True	1	[House_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		House_4_lod_2 (1588 verts)	-1	True	False	True	1	[House_4 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x1 times]
		House_4_lod_0 (8241 verts)	-1	True	False	True	1	[House_4 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Group_267 (161 verts)	-1	True	False	True	2	[_Gray Glass_2 (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		House_4_lod_0 (8241 verts)	-1	True	False	True	1	[House_4 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		House_1_lod_2 (2039 verts)	-1	True	False	True	1	[House_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		House_1_lod_0 (11141 verts)	-1	True	False	True	1	[House_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		House_1_lod_1 (6821 verts)	-1	True	False	True	1	[House_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		Component#9_007 (35 verts)	-1	True	False	True	2	[_4 (UnityEngine.Material)] [minichi (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x4 times]
		jetway bridge2_017 (121 verts)	-1	True	True	True	3	[_Silver_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [_Blue Glass_ (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 7x1 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		jetway bridge5_001 (176 verts)	-1	True	False	True	2	[_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 10x8 times]
		jetway bridge1#1_004 (879 verts)	-1	True	True	True	3	[_Silver_ (UnityEngine.Material)] [_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 8x6 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Group_396 (448 verts)	-1	True	False	True	3	[_Black_ (UnityEngine.Material)] [_Silver_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Group_486 (346 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Component#21_004 (4 verts)	-1	True	False	True	1	[_9#3 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Group_274 (446 verts)	-1	True	False	True	3	[_Black_ (UnityEngine.Material)] [_Silver_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		jetway wheels1_002 (291 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x3 times]
		Component#12_003 (25 verts)	-1	True	False	True	1	[_2 (UnityEngine.Material)] [_2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Group_655 (346 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		jetway bridge3_001 (95 verts)	-1	True	True	True	3	[_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [_Silver_ (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Component#12_001 (25 verts)	-1	True	False	True	1	[_2 (UnityEngine.Material)] [_2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times] [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		jetway wheels1_009 (293 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x3 times]
		jetway wheels2_014 (272 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x3 times]
		jetway bridge1#1_002 (881 verts)	-1	True	True	True	3	[_Silver_ (UnityEngine.Material)] [_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 8x6 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		jetway bridge5#1_003 (336 verts)	-1	True	False	True	2	[_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 14x9 times]
		jetway bridge2_009 (121 verts)	-1	True	True	True	3	[_Silver_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [_Blue Glass_ (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 7x1 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		jetway bridge1#1_011 (879 verts)	-1	True	True	True	3	[_Silver_ (UnityEngine.Material)] [_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 8x6 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		jetway bridge2_021 (121 verts)	-1	True	True	True	3	[_Silver_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [_Blue Glass_ (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 7x1 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		jetway wheels1_005 (291 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x3 times]
		Component#10_004 (42 verts)	-1	True	True	True	3	[_2 (UnityEngine.Material)] [Material11 (UnityEngine.Material)] [Material14 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 3x0 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Group_282 (346 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		jetway bridge3_012 (95 verts)	-1	True	True	True	3	[_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [_Silver_ (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Group_383 (448 verts)	-1	True	False	True	3	[_Black_ (UnityEngine.Material)] [_Silver_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		jetway bridge2_003 (121 verts)	-1	True	True	True	3	[_Silver_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [_Blue Glass_ (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 7x1 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Component#11_005 (58 verts)	-1	True	False	True	4	[Material8 (UnityEngine.Material)] [thingtop3 (UnityEngine.Material)] [skp_front_default (UnityEngine.Material)] [_4 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x1 times]
		jetway bridge 4_025 (240 verts)	-1	True	True	True	3	[_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] [_Silver_ (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 9x9 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		jetway bridge1#1_007 (875 verts)	-1	True	True	True	3	[_Silver_ (UnityEngine.Material)] [_Blue Glass_ (UnityEngine.Material)] [Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 8x6 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Group_499 (346 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		Component#14_005 (56 verts)	-1	True	False	True	2	[_2#1 (UnityEngine.Material)] [Material2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 18x0 times]
		jetway wheels2_010 (276 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x3 times]
		Group_479 (346 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		jetway wheels2_011 (272 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x3 times]
		jetway wheels2_013 (272 verts)	-1	True	False	True	1	[Metal_Aluminum_Anodized (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x3 times]
